invoice,DATE,invoice_date,ROOM,AMOUNT,HOURS_UNITS,SUBTOTAL,DISCOUNT,TOTAL,membership_level,discount_type,day_type,day_dur,EFF_RATE
815005,2015-11-01,2015-08-10,BROADWAY,315.00, 3.00,945.00, 0.00,945.00,NON_MEMBER,NONE,WEEKEND,PARTIAL_DAY,315.00
815005-2,2015-11-01,2015-10-12,BROADWAY,315.00, 3.00,945.00, 0.00,945.00,NON_MEMBER,NONE,WEEKEND,PARTIAL_DAY,315.00
815005-3,2015-11-01,2015-10-12,BROADWAY,315.00, 3.00,945.00, 0.00,945.00,NON_MEMBER,NONE,WEEKEND,PARTIAL_DAY,315.00
815006,2015-10-24,2015-12-02,ATRIUM,140.00, 7.00,980.00, 0.15,833.00,FULL_TIME,unknown,WEEKEND,FULL_DAY,119.00
815007,2015-10-04,2015-09-22,BROADWAY,315.00, 3.50,1102.50, 0.00,1102.50,NON_MEMBER,MULTI_ROOM,WEEKEND,FULL_DAY,315.00
815007,2015-10-04,2015-09-22,ATRIUM,225.00, 3.50,787.50, 0.50,393.75,NON_MEMBER,MULTI_ROOM,WEEKEND,FULL_DAY,112.50
815008-2,2015-09-03,2015-08-18,BROADWAY,295.00, 2.00,590.00, 0.00,590.00,NON_MEMBER,NONE,WEEKDAY,PARTIAL_DAY,295.00
815009,2015-08-18,2015-08-18,OMI,115.00, 3.00,345.00, 1.00, 0.00,NON_MEMBER,FOUNDER,WEEKDAY,PARTIAL_DAY, 0.00
815010,2015-09-23,2015-08-17,BROADWAY,225.00, 3.50,787.50, 0.25,590.62,PART_TIME,FOUNDER,WEEKDAY,FULL_DAY,168.75
815011,2015-08-22,2015-08-21,BROADWAY,255.00, 2.50,637.50, 0.00,637.50,FULL_TIME,NONE,WEEKEND,PARTIAL_DAY,255.00
815012,2015-08-28,2015-08-21,BROADWAY,255.00, 3.00,765.00, 0.00,765.00,PART_TIME,NONE,WEEKEND,FULL_DAY,255.00
815013,2015-08-29,2015-08-24,BROADWAY,315.00, 3.00,945.00, 0.00,945.00,NON_MEMBER,NONE,WEEKEND,FULL_DAY,315.00
815014,2015-03-26,2015-08-25,BROADWAY,210.00, 5.00,1050.00, 0.15,892.50,FULL_TIME,unknown,WEEKEND,FULL_DAY,178.50
815015,9/15/15-11/22/15,2015-08-28,OMI,60.00,86.00,5160.00,-2910.00,2250.00,FULL_TIME,FOUNDER,WEEKDAY,FULL_DAY,26.16
815016,2015-09-15,2015-08-31,BROADWAY,225.00, 2.00,450.00, 0.00,450.00,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,225.00
815016,2015-09-15,2015-08-31,ATRIUM,150.00, 2.00,300.00, 0.50,150.00,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,75.00
915001,2015-03-12,2015-09-02,BROADWAY,315.00, 4.00,1260.00, 0.00,1260.00,NON_MEMBER,NONE,WEEKEND,FULL_DAY,315.00
915002,2015-10-01,2015-09-03,ATRIUM,150.00, 2.00,300.00, 0.00,300.00,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,150.00
915003,2015-11-18,2015-09-04,ATRIUM,110.00, 2.00,220.00, 0.20,176.00,FULL_TIME,FOUNDER,WEEKDAY,PARTIAL_DAY,88.00
915003-2,2015-11-18,2015-11-17,ATRIUM,110.00, 2.00,220.00, 0.20,176.00,FULL_TIME,FOUNDER,WEEKDAY,PARTIAL_DAY,88.00
915004,2016-04-02,2015-09-03,BROADWAY,315.00, 4.50,1417.50, 0.00,1417.50,NON_MEMBER,MULTI_ROOM,WEEKEND,FULL_DAY,315.00
915004,2016-04-02,2015-09-03,ATRIUM,225.00, 4.50,1012.50, 0.25,759.38,NON_MEMBER,MULTI_ROOM,WEEKEND,FULL_DAY,168.75
915004,2016-04-02,2015-09-03,JINGLETOWN,180.00, 4.50,810.00, 0.25,607.50,NON_MEMBER,MULTI_ROOM,WEEKEND,FULL_DAY,135.00
915004,2016-04-02,2015-09-03,EAST_OAK,65.00, 5.50,357.50, 0.25,268.12,NON_MEMBER,MULTI_ROOM,WEEKEND,FULL_DAY,48.75
915005,2015-09-29,2015-09-09,BROADWAY,180.00, 2.50,450.00, 0.10,405.00,FULL_TIME,unknown,WEEKDAY,PARTIAL_DAY,162.00
915006-2,2015-10-21,2015-10-19,BROADWAY,150.00, 2.00,300.00, 0.00,300.00,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,150.00
915007,2015-10-07,2015-09-14,BROADWAY,225.00, 1.50,337.50, 0.00,337.50,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,225.00
915008,2015-10-28,2015-09-15,BROADWAY,187.00, 2.00,374.00, 0.00,374.00,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,187.00
915009,2015-11-21,2015-09-18,BROADWAY,210.00, 7.50,1575.00, 1.00, 0.00,FULL_TIME,FRIEND,WEEKEND,FULL_DAY, 0.00
915010,2015-10-03,2015-09-22,BROADWAY,315.00, 3.00,945.00, 0.00,945.00,NON_MEMBER,NONE,WEEKEND,FULL_DAY,315.00
915010-2,2015-10-03,2015-10-01,BROADWAY,315.00, 3.00,945.00, 0.60,378.00,NON_MEMBER,REOCURRING,WEEKEND,FULL_DAY,126.00
915010-2,2015-10-03,2015-10-01,ATRIUM,225.00, 3.00,675.00, 0.60,270.00,NON_MEMBER,REOCURRING,WEEKEND,FULL_DAY,90.00
915010-2,2015-10-03,2015-10-01,OMI,115.00, 3.00,345.00, 0.60,138.00,NON_MEMBER,REOCURRING,WEEKEND,FULL_DAY,46.00
915010-3,2015-10-03,2015-10-01,BROADWAY,255.00, 3.00,765.00, 0.60,306.00,PART_TIME,REOCURRING,WEEKEND,FULL_DAY,102.00
915010-3,2015-10-03,2015-10-01,ATRIUM,180.00, 3.00,540.00, 0.60,216.00,PART_TIME,REOCURRING,WEEKEND,FULL_DAY,72.00
915010-3,2015-10-03,2015-10-01,OMI,85.00, 3.00,255.00, 0.60,102.00,PART_TIME,REOCURRING,WEEKEND,FULL_DAY,34.00
915011,2015-10-22,2015-09-24,BROADWAY,315.00, 2.50,787.50,615.00,172.50,NON_MEMBER,FRIEND,WEEKDAY,PARTIAL_DAY,69.00
915012,2015-10-06,2015-09-11,JINGLETOWN,115.00, 3.00,345.00, 0.00,345.00,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,115.00
915013,2015-09-30,2015-09-28,BROADWAY,180.00, 3.50,630.00, 0.00,630.00,FULL_TIME,NONE,WEEKDAY,FULL_DAY,180.00
915013-2,2015-09-30,2015-09-28,BROADWAY,180.00, 3.50,630.00, 0.00,630.00,FULL_TIME,NONE,WEEKDAY,FULL_DAY,180.00
915014,2015-12-05,2015-09-28,BROADWAY,210.00, 2.00,420.00, 0.00,420.00,FULL_TIME,NONE,WEEKEND,PARTIAL_DAY,210.00
915014,2015-12-05,2015-09-28,ATRIUM,140.00, 2.00,280.00, 0.50,140.00,FULL_TIME,NONE,WEEKEND,PARTIAL_DAY,70.00
915014-2,2016-01-29,2015-10-28,BROADWAY,210.00, 2.00,420.00, 0.00,420.00,FULL_TIME,NONE,WEEKEND,PARTIAL_DAY,210.00
915014-2,2016-01-29,2015-10-28,ATRIUM,140.00, 2.00,280.00, 0.50,140.00,FULL_TIME,NONE,WEEKEND,PARTIAL_DAY,70.00
915015,2016-05-12,2015-09-30,BROADWAY,225.00, 2.50,562.50, 0.10,506.25,PART_TIME,MULTI_ROOM,WEEKDAY,FULL_DAY,202.50
915015,2016-05-12,2015-09-30,ATRIUM,150.00, 2.50,375.00, 0.10,337.50,PART_TIME,MULTI_ROOM,WEEKDAY,FULL_DAY,135.00
915015,2016-05-12,2015-09-30,JINGLETOWN,115.00, 2.50,287.50, 0.10,258.75,PART_TIME,MULTI_ROOM,WEEKDAY,FULL_DAY,103.50
915015,2016-05-12,2015-09-30,OMI,85.00, 2.50,212.50, 0.10,191.25,PART_TIME,MULTI_ROOM,WEEKDAY,FULL_DAY,76.50
