invoice,invoice_date,DATE,item_type,item,AMOUNT,HOURS_UNITS,SUBTOTAL,DISCOUNT,TOTAL,membership,discount_type,day_type,day_type2,day_dur
715005 Paycation Launch,2015-07-17,2011-07-18,ITEM_TOT,,,,1280.0,0.6813281250000001,407.9,FULL-TIME,FOUNDER,WEEKEND,weekday,
415002-2 Tech808,2015-07-16,2015-08-15,ROOM,BROADWAY,315.0,8.0,2520.0,0.35,1638.0,NON-MEMBER,N/S,WEEKEND,weekend,FULL
415002-2 Tech808,2015-07-16,2015-08-15,ROOM,ATRIUM,225.0,8.0,1800.0,0.35,1170.0,NON-MEMBER,N/S,WEEKEND,weekend,FULL
415002-2 Tech808,2015-07-16,2015-08-15,SERVICE,SETUP_RESET,75.0,4.0,300.0,0.0,300.0,NON-MEMBER,NONE,WEEKEND,weekend,FULL
415002-2 Tech808,2015-07-16,2015-08-15,SERVICE,STAFFING,35.0,8.0,280.0,0.0,280.0,NON-MEMBER,NONE,WEEKEND,weekend,FULL
415002-2 Tech808,2015-07-16,2015-08-15,SERVICE,JANITORIAL,500.0,1.0,500.0,0.0,500.0,NON-MEMBER,NONE,WEEKEND,weekend,FULL
415002-2 Tech808,2015-07-16,2015-08-15,SERVICE,A/V,40.0,6.0,240.0,0.0,240.0,NON-MEMBER,NONE,WEEKEND,weekend,FULL
415002-2 Tech808,2015-07-16,2015-08-15,ITEM_TOT,,,,5640.0,0.2680851063829788,4128.0,NON-MEMBER,N/S,WEEKEND,weekend,FULL
715002 Bike East Bay,2015-07-14,2015-11-12,ROOM,BROADWAY,295.0,4.0,1180.0,0.3,826.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
715002 Bike East Bay,2015-07-14,2015-11-12,ROOM,ATRIUM,195.0,4.0,780.0,0.5,390.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
715002 Bike East Bay,2015-07-14,2015-11-12,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
715002 Bike East Bay,2015-07-14,2015-11-12,SERVICE,STAFFING,40.0,6.0,240.0,0.0,240.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
715002 Bike East Bay,2015-07-14,2015-11-12,SERVICE,JANITORIAL,300.0,1.0,300.0,0.0,300.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
715002 Bike East Bay,2015-07-14,2015-11-12,SERVICE,A/V,40.0,5.5,220.0,0.0,220.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
715002 Bike East Bay,2015-07-14,2015-11-12,ITEM_TOT,,,,2820.0,0.2638297872340426,2076.0,NON-MEMBER,PARTNER,WEEKDAY,weekday,
715001 WPC,2015-07-07,2011-11-12,ROOM,BROADWAY,210.0,4.0,840.0,0.15,714.0,FULL-TIME,MULTIROOM,WEEKEND,weekend,
715001 WPC,2015-07-07,2011-11-12,ROOM,ATRIUM,140.0,4.0,560.0,0.15,476.0,FULL-TIME,MULTIROOM,WEEKEND,weekend,
715001 WPC,2015-07-07,2011-11-12,SERVICE,SETUP_RESET,75.0,3.0,225.0,0.0,225.0,FULL-TIME,MULTIROOM,WEEKEND,weekend,
715001 WPC,2015-07-07,2011-11-12,SERVICE,STAFFING,40.0,7.0,280.0,0.0,280.0,FULL-TIME,MULTIROOM,WEEKEND,weekend,
715001 WPC,2015-07-07,2011-11-12,SERVICE,JANITORIAL,400.0,1.0,400.0,0.0,400.0,FULL-TIME,MULTIROOM,WEEKEND,weekend,
715001 WPC,2015-07-07,2011-11-12,SERVICE,A/V,40.0,6.0,240.0,0.0,240.0,FULL-TIME,MULTIROOM,WEEKEND,weekend,
715001 WPC,2015-07-07,2011-11-12,ITEM_TOT,,,,2545.0,0.08251473477406679,2335.0,FULL-TIME,MULTIROOM,WEEKEND,weekend,
615001-2 Praxis,2015-07-07,2015-10-23,ROOM,BROADWAY,315.0,4.5,1417.5,0.0,1417.5,NON-MEMBER,NONE,WEEKEND,weekday,
615001-2 Praxis,2015-07-07,2015-10-23,SERVICE,SETUP_RESET,75.0,2.5,187.5,0.0,187.5,NON-MEMBER,NONE,WEEKEND,weekday,
615001-2 Praxis,2015-07-07,2015-10-23,SERVICE,STAFFING,40.0,7.0,280.0,0.0,280.0,NON-MEMBER,NONE,WEEKEND,weekday,
615001-2 Praxis,2015-07-07,2015-10-23,SERVICE,JANITORIAL,300.0,1.0,300.0,0.0,300.0,NON-MEMBER,NONE,WEEKEND,weekday,
615001-2 Praxis,2015-07-07,2015-10-23,SERVICE,A/V,30.0,6.5,195.0,0.0,195.0,NON-MEMBER,NONE,WEEKEND,weekday,
615001-2 Praxis,2015-07-07,2015-10-23,ITEM_TOT,,,,2380.0,0.0,2380.0,NON-MEMBER,NONE,WEEKEND,weekday,
615006 BaseCamp,2015-06-30,2015-07-10,SERVICE,SETUP_RESET,50.0,3.0,150.0,0.0,150.0,FULL-TIME,NONE,WEEKDAY,weekday,FULL
615006 BaseCamp,2015-06-30,2015-07-10,SERVICE,STAFFING,35.0,3.0,105.0,0.0,105.0,FULL-TIME,NONE,WEEKDAY,weekday,FULL
615006 BaseCamp,2015-06-30,2015-07-10,SERVICE,JANITORIAL,135.0,1.0,135.0,0.0,135.0,FULL-TIME,NONE,WEEKDAY,weekday,FULL
615006 BaseCamp,2015-06-30,2015-07-10,SERVICE,A/V,40.0,3.0,120.0,0.0,120.0,FULL-TIME,NONE,WEEKDAY,weekday,FULL
615006 BaseCamp,2015-06-30,2015-07-10,OTHER,Lucky Goldfish,180.0,10.0,1800.0,0.3,1260.0,FULL-TIME,N/S,WEEKDAY,weekday,FULL
615006 BaseCamp,2015-06-30,2015-07-10,ITEM_TOT,,,,2310.0,0.23376623376623373,1770.0,FULL-TIME,N/S,WEEKDAY,weekday,FULL
615004-2 BGC Hackathon_overtime,2015-06-26,2015-06-21,SERVICE,STAFFING,40.0,2.0,80.0,0.0,80.0,N/S,NONE,,weekend,
615004-2 BGC Hackathon_overtime,2015-06-26,2015-06-21,SERVICE,A/V,40.0,2.0,80.0,0.0,80.0,N/S,NONE,,weekend,
615004-2 BGC Hackathon_overtime,2015-06-26,2015-06-21,ITEM_TOT,,,,160.0,0.0,160.0,N/S,NONE,,weekend,
415008 Rockwood Institute,2015-06-26,2015-07-13,ROOM,BROADWAY,295.0,2.0,590.0,0.0,590.0,NON-MEMBER,NONE,WEEKDAY,weekday,
415008 Rockwood Institute,2015-06-26,2015-07-13,ROOM,EAST_OAK,35.0,4.5,157.5,0.0,157.5,NON-MEMBER,NONE,WEEKDAY,weekday,
415008 Rockwood Institute,2015-06-26,2015-07-13,SERVICE,SETUP_RESET,75.0,2.0,150.0,0.0,150.0,NON-MEMBER,NONE,WEEKDAY,weekday,
