sheet,DATE,DESCRIPTION,AMOUNT,HOURS/UNITS,SUBTOTAL,DISCOUNT,TOTAL,rate
2140 Feng Shui School_Nov,"Nov. 21 - Nov. 23, 2014",Meridian Room,45.0,14.0,630.0,0.2,504.0,Full Time Member Weekday Rate -- Multi-Day Discount
2140 Feng Shui School_Nov,"Nov. 21 - Nov. 23, 2014",Total,,,1125.0,,900.0,Full Time Member Weekday Rate -- Multi-Day Discount
115013-2 Youth Speaks_Olympics ,2015-05-30,OMI Gallery,115.0,2.5,287.5,,115.0,Part Time Member Weekend Rate
115013-2 Youth Speaks_Olympics ,2015-05-30,Set Up & Break Down,75.0,2.5,187.5,,187.5,Part Time Member Weekend Rate
115013-2 Youth Speaks_Olympics ,2015-05-30,Site Manager,40.0,5.0,200.0,,200.0,Part Time Member Weekend Rate
115013-2 Youth Speaks_Olympics ,2015-05-30,Standard Janitorial Fee,300.0,1.0,300.0,,300.0,Part Time Member Weekend Rate
115013-2 Youth Speaks_Olympics ,2015-05-30,Total,,,802.5,,802.5,Part Time Member Weekend Rate
2068 OpenOakland,2014-05-31,On Broadway,255.0,5.5,1402.5,,1402.5,Weekday Rate - part time member discount
2068 OpenOakland,2014-05-31,Set Up & Break Down,50.0,1.5,75.0,,75.0,Weekday Rate - part time member discount
2068 OpenOakland,2014-05-31,Standard Cleaning Fee,250.0,1.0,250.0,,250.0,Weekday Rate - part time member discount
2068 OpenOakland,2014-05-31,Total,,,,,1727.5,Weekday Rate - part time member discount
2172 Lajones & Associates,2014-12-16,On Broadway,225.0,3.0,675.0,,675.0,Part time Member Weekday Rate
2172 Lajones & Associates,2014-12-16,Atrium,150.0,3.0,450.0,,450.0,Part time Member Weekday Rate
2172 Lajones & Associates,2014-12-16,Set Up & Break Down,50.0,2.0,100.0,,100.0,Part time Member Weekday Rate
2172 Lajones & Associates,2014-12-16,Large Party Janitorial Fee,350.0,1.0,350.0,,350.0,Part time Member Weekday Rate
2172 Lajones & Associates,2014-12-16,Total,,,1575.0,,1575.0,Part time Member Weekday Rate
115002 LNA_Storytelling,2015-01-16,On Broadway,210.0,3.5,735.0,0.93,51.45,Full Time Member Weekend Rate - Partnership Discount
115002 LNA_Storytelling,2015-01-16,Set Up & Break Down,75.0,3.0,225.0,1.0,0.0,Full Time Member Weekend Rate - Partnership Discount
115002 LNA_Storytelling,2015-01-16,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Full Time Member Weekend Rate - Partnership Discount
115002 LNA_Storytelling,2015-01-16,Site Manager/Staffing,30.0,6.5,195.0,1.0,0.0,Full Time Member Weekend Rate - Partnership Discount
115002 LNA_Storytelling,2015-01-16,Waste Removal,85.0,1.0,85.0,1.0,0.0,Full Time Member Weekend Rate - Partnership Discount
115002 LNA_Storytelling,2015-01-16,Total,,,1490.0,,301.45,Full Time Member Weekend Rate - Partnership Discount
2036 Catchafire,2014-04-07,On Broadway,275.0,4.0,1100.0,,1100.0,
2036 Catchafire,2014-04-07,Total,,,,,1100.0,
2190 Kerusso Music Group,2014-12-31,On Broadway,400.0,4.5,1800.0,,1800.0,Non Member Weekday Rate -- Holiday Rate
2190 Kerusso Music Group,2014-12-31,Set Up & Break Down,115.0,2.0,230.0,,230.0,Non Member Weekday Rate -- Holiday Rate
2190 Kerusso Music Group,2014-12-31,Large Party Janitorial Fee,500.0,1.0,500.0,,500.0,Non Member Weekday Rate -- Holiday Rate
2190 Kerusso Music Group,2014-12-31,A/V Technician,60.0,6.5,390.0,,390.0,Non Member Weekday Rate -- Holiday Rate
2190 Kerusso Music Group,2014-12-31,Additional Holiday Staffing,60.0,6.5,390.0,,390.0,Non Member Weekday Rate -- Holiday Rate
2190 Kerusso Music Group,2014-12-31,Total,,,3310.0,,3310.0,Non Member Weekday Rate -- Holiday Rate
2119 ImapctSocial_NewArtsAxis,2014-09-15,New Arts Axis Portion of Venue Rental ,,,,,425.0,Part Time Member Weekday Rate
2119 ImapctSocial_NewArtsAxis,2014-09-15,Total,,,0.0,,425.0,Part Time Member Weekday Rate
415010 LNArt Old Navy,2015-02-24,On Broadway,295.0,2.0,590.0,,590.0,None Member Weekday Rate
415010 LNArt Old Navy,2015-02-24,Set Up & Break Down,75.0,3.0,225.0,,225.0,None Member Weekday Rate
415010 LNArt Old Navy,2015-02-24,IHO Staffing,40.0,5.0,200.0,,200.0,None Member Weekday Rate
415010 LNArt Old Navy,2015-02-24,Standard Janitorial/Waste Removal Fee,350.0,1.0,350.0,,350.0,None Member Weekday Rate
415010 LNArt Old Navy,2015-02-24,Total,,,1365.0,,1365.0,None Member Weekday Rate
815005 Oak Food Policy Council,2015-11-01,On Broadway,315.0,3.0,945.0,,945.0,Non Member Weekend Rate
815005 Oak Food Policy Council,2015-11-01,Set Up & Reset,75.0,2.0,150.0,,150.0,Non Member Weekend Rate
815005 Oak Food Policy Council,2015-11-01,IHO Staffing,40.0,5.0,200.0,,200.0,Non Member Weekend Rate
815005 Oak Food Policy Council,2015-11-01,Standard Janitorial/Waste Removal Fee,250.0,1.0,250.0,,250.0,Non Member Weekend Rate
815005 Oak Food Policy Council,2015-11-01,Total,,,1545.0,,1545.0,Non Member Weekend Rate
215005 BE PRESENT,2015-05-14,On Broadway,295.0,3.0,885.0,1.0,0.0,Non Member Weekday Rate - Partnership Discount
215005 BE PRESENT,2015-05-14,OMI Gallery,120.0,3.5,420.0,0.5,210.0,Non Member Weekday Rate - Partnership Discount
215005 BE PRESENT,2015-05-14,Set Up & Break Down,75.0,2.5,187.5,1.0,0.0,Non Member Weekday Rate - Partnership Discount
215005 BE PRESENT,2015-05-14,IHO Staffing,20.0,1.0,20.0,,20.0,Non Member Weekday Rate - Partnership Discount
215005 BE PRESENT,2015-05-14,Standard Janitorial Fee/Waste Removal,300.0,1.0,300.0,,300.0,Non Member Weekday Rate - Partnership Discount
215005 BE PRESENT,2015-05-14,A/V Technician,40.0,4.5,180.0,,180.0,Non Member Weekday Rate - Partnership Discount
215005 BE PRESENT,2015-05-14,Total,,,1992.5,,710.0,Non Member Weekday Rate - Partnership Discount
2076 LNA_Beltane,2014-05-17,On Broadway,50.0,4.0,200.0,,200.0,
2076 LNA_Beltane,2014-05-17,Set Up & Break Down,0.0,2.0,0.0,1.0,0.0,
2076 LNA_Beltane,2014-05-17,Standard Cleaning Fee,50.0,1.0,50.0,,50.0,
2076 LNA_Beltane,2014-05-17,Total,,,,,250.0,
2172_Rev1 Lajones & Associates,2014-12-16,On Broadway,225.0,3.0,675.0,,675.0,Part time Member Weekday Rate
2172_Rev1 Lajones & Associates,2014-12-16,Set Up & Break Down,50.0,2.0,100.0,,100.0,Part time Member Weekday Rate
2172_Rev1 Lajones & Associates,2014-12-16,Large Party Janitorial Fee,350.0,1.0,350.0,,350.0,Part time Member Weekday Rate
2172_Rev1 Lajones & Associates,2014-12-16,Total,,,1125.0,,1125.0,Part time Member Weekday Rate
315012 LaunchPad Africa,2015-05-16,On Broadway,255.0,3.0,765.0,,765.0,Part Time Member Weekend Rate
315012 LaunchPad Africa,2015-05-16,Set Up & Reset,50.0,2.5,125.0,,125.0,Part Time Member Weekend Rate
315012 LaunchPad Africa,2015-05-16,IHO Staffing,40.0,5.5,220.0,,220.0,Part Time Member Weekend Rate
315012 LaunchPad Africa,2015-05-16,Janitorial/Waste Removal Fee,250.0,1.0,250.0,,250.0,Part Time Member Weekend Rate
315012 LaunchPad Africa,2015-05-16,A/V Sound Technician (Set up Only),40.0,2.0,80.0,,80.0,Part Time Member Weekend Rate
315012 LaunchPad Africa,2015-05-16,Total,,,1440.0,,1440.0,Part Time Member Weekend Rate
2198 Beyond Sep_SeriesII_April,2015-04-01,Meridian Room,45.0,3.0,135.0,,135.0,Full Time Member Weekday Rate
2198 Beyond Sep_SeriesII_April,2015-04-08,Meridian Room,45.0,3.0,135.0,,135.0,Full Time Member Weekday Rate
2198 Beyond Sep_SeriesII_April,2015-04-15,OMI Gallery,45.0,3.0,135.0,,135.0,Full Time Member Weekday Rate
2198 Beyond Sep_SeriesII_April,2015-04-22,Meridian Room,45.0,3.0,135.0,,135.0,Full Time Member Weekday Rate
2198 Beyond Sep_SeriesII_April,2015-04-22,Total,,,540.0,,540.0,Full Time Member Weekday Rate
2064 SlowMoney Update,2014-05-28,Atrium,90.0,3.0,270.0,,270.0,Full Time Member Weekday Rate
2064 SlowMoney Update,2014-05-28,Set Up & Break Down,50.0,1.0,50.0,,50.0,Full Time Member Weekday Rate
2064 SlowMoney Update,2014-05-28,Standard Cleaning Fee,0.0,1.0,0.0,1.0,0.0,Full Time Member Weekday Rate
2064 SlowMoney Update,2014-05-28,Total,,,,,320.0,Full Time Member Weekday Rate
315005-2 LNA_MidLifeCelebration,2015-04-04,On Broadway,210.0,3.5,735.0,0.93,51.45,Full Time Member Weekend Rate - Partnership Discount
315005-2 LNA_MidLifeCelebration,2015-04-04,Set Up & Break Down,75.0,4.0,300.0,1.0,0.0,Full Time Member Weekend Rate - Partnership Discount
315005-2 LNA_MidLifeCelebration,2015-04-04,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Full Time Member Weekend Rate - Partnership Discount
315005-2 LNA_MidLifeCelebration,2015-04-04,Site Manager/Staffing,35.0,3.0,105.0,,105.0,Full Time Member Weekend Rate - Partnership Discount
315005-2 LNA_MidLifeCelebration,2015-04-04,Waste Removal,85.0,1.0,85.0,1.0,0.0,Full Time Member Weekend Rate - Partnership Discount
315005-2 LNA_MidLifeCelebration,2015-04-04,Total,,,1475.0,,406.45,Full Time Member Weekend Rate - Partnership Discount
2083 Nat Poetry Slam,2014-08-08,Entire Space,140.0,2.5,350.0,,350.0,
2083 Nat Poetry Slam,2014-08-08,Set Up & Break Down,0.0,2.5,0.0,1.0,0.0,
2083 Nat Poetry Slam,2014-08-08,Large Party Cleaning Fee,0.0,1.0,0.0,1.0,0.0,
2083 Nat Poetry Slam,2014-08-08,A/V Technician,40.0,4.0,160.0,,160.0,
2083 Nat Poetry Slam,2014-08-08,Total,,,,,510.0,
2070 KQED_FilmSalon (2),2014-05-29,On Broadway,150.0,2.0,300.0,,300.0,
2070 KQED_FilmSalon (2),2014-05-29,Set Up & Break Down,50.0,2.0,100.0,,100.0,
2070 KQED_FilmSalon (2),2014-05-29,Standard Cleaning Fee,100.0,1.0,100.0,,100.0,
2070 KQED_FilmSalon (2),2014-05-29,Total,,,,,500.0,
415016 FVLC Be Brave,2015-09-18,On Broadway,255.0,4.0,1020.0,,1020.0,Part time Member Weekend Rate
415016 FVLC Be Brave,2015-09-18,Set Up & Reset,50.0,3.0,150.0,,150.0,Part time Member Weekend Rate
415016 FVLC Be Brave,2015-09-18,IHO Staffing,40.0,7.0,280.0,,280.0,Part time Member Weekend Rate
415016 FVLC Be Brave,2015-09-18,Standard Janitorial Fee,300.0,1.0,300.0,,300.0,Part time Member Weekend Rate
415016 FVLC Be Brave,2015-09-18,Total,,,1750.0,,1750.0,Part time Member Weekend Rate
215011 Kaiser HNS Grad,2015-06-13,On Broadway,315.0,6.0,1890.0,0.1,1701.0,Non Member Weekend Rate - Half Day Discount
215011 Kaiser HNS Grad,2015-06-13,Set Up & Break Down,75.0,3.5,262.5,,262.5,Non Member Weekend Rate - Half Day Discount
215011 Kaiser HNS Grad,2015-06-13,IHO Weekend Staffing,40.0,9.5,380.0,,380.0,Non Member Weekend Rate - Half Day Discount
215011 Kaiser HNS Grad,2015-06-13,Standard Janitorial Fee,300.0,1.0,300.0,,300.0,Non Member Weekend Rate - Half Day Discount
215011 Kaiser HNS Grad,2015-06-13,Total,,,2832.5,,2643.5,Non Member Weekend Rate - Half Day Discount
2149 Bike East Bay,2014-11-13,On Broadway,295.0,3.5,1032.5,0.3,722.75,Non-Member Weekday Rate
2149 Bike East Bay,2014-11-13,Atrium,195.0,3.5,682.5,0.3,477.75,Non-Member Weekday Rate
2149 Bike East Bay,2014-11-13,Set Up & Break Down,50.0,2.0,100.0,,100.0,Non-Member Weekday Rate
2149 Bike East Bay,2014-11-13,Large Party Cleaning Fee,400.0,1.0,400.0,,400.0,Non-Member Weekday Rate
2149 Bike East Bay,2014-11-13,Total,,,2215.0,,1700.5,Non-Member Weekday Rate
2088 WikiStategies,2014-07-19,Meridian Room,125.0,5.0,625.0,,625.0,Non-Member Weekend Rate
2088 WikiStategies,2014-07-19,Set Up & Break Down,30.0,2.0,60.0,,60.0,Non-Member Weekend Rate
2088 WikiStategies,2014-07-19,Total,,,,,685.0,Non-Member Weekend Rate
2047 BACC I,2014-03-26,On Broadway,140.0,2.5,350.0,,350.0,
2047 BACC I,2014-03-26,Set up / Break Down,35.0,2.0,70.0,,70.0,
2047 BACC I,2014-03-26,Standard Cleaning Fee,150.0,,,,,
2047 BACC I,2014-03-26,Large Party Cleaning Fee,300.0,,,,0.0,
2047 BACC I,2014-03-26,A/V Technician,40.0,,,,0.0,
2047 BACC I,2014-03-26,Total,,,,,420.0,
2195 SYNCIS,2014-12-18,Meridian Room,95.0,1.5,142.5,,142.5,Non Member Weekday Rate
2195 SYNCIS,2014-12-18,Set Up & Break Down,30.0,1.0,30.0,,30.0,Non Member Weekday Rate
2195 SYNCIS,2014-12-18,Total,,,172.5,,172.5,Non Member Weekday Rate
115005-2 Friends of Parks&Rec,2015-05-07,On Broadway,225.0,2.5,562.5,0.1,506.25,Part-time Member Weekday Rate -- Multi-Room Discount
115005-2 Friends of Parks&Rec,2015-05-07,Atrium,150.0,2.5,375.0,0.1,337.5,Part-time Member Weekday Rate -- Multi-Room Discount
115005-2 Friends of Parks&Rec,2015-05-07,Jingletown Lounge,115.0,2.5,287.5,0.1,258.75,Part-time Member Weekday Rate -- Multi-Room Discount
115005-2 Friends of Parks&Rec,2015-05-07,OMI Gallery,85.0,4.0,340.0,0.1,306.0,Part-time Member Weekday Rate -- Multi-Room Discount
115005-2 Friends of Parks&Rec,2015-05-07,East Oak,25.0,7.0,175.0,0.1,157.5,Part-time Member Weekday Rate -- Multi-Room Discount
115005-2 Friends of Parks&Rec,2015-05-07,Set Up & Break Down,75.0,3.5,262.5,,262.5,Part-time Member Weekday Rate -- Multi-Room Discount
115005-2 Friends of Parks&Rec,2015-05-07,Site Manager/Staffing,35.0,6.5,227.5,,227.5,Part-time Member Weekday Rate -- Multi-Room Discount
115005-2 Friends of Parks&Rec,2015-05-07,Large Party Janitorial Fee,500.0,1.0,500.0,,500.0,Part-time Member Weekday Rate -- Multi-Room Discount
115005-2 Friends of Parks&Rec,2015-05-07,A/V Technician,40.0,4.5,180.0,,180.0,Part-time Member Weekday Rate -- Multi-Room Discount
115005-2 Friends of Parks&Rec,2015-05-07,Total,,,2910.0,,2736.0,Part-time Member Weekday Rate -- Multi-Room Discount
2039 United Roots,2014-05-24,On Broadway,140.0,7.0,980.0,,980.0,
2039 United Roots,2014-05-24,Gallery,60.0,4.0,240.0,,240.0,
2039 United Roots,2014-05-24,Atrium,90.0,4.0,360.0,,360.0,
2039 United Roots,2014-05-24,Downtown,25.0,4.0,100.0,,100.0,
2039 United Roots,2014-05-24,Set-up/Break-down ,50.0,3.0,150.0,,150.0,
2039 United Roots,2014-05-24,Total,,,,,1830.0,
2043 Ojah Yoga,2014-07-12,Gallery,85.0,7.5,637.5,0.1,573.75,
2043 Ojah Yoga,2014-07-12,On Broadway,205.0,15.0,3075.0,0.1,2767.5,
2043 Ojah Yoga,2014-07-12,Jingletown Lounge,0.0,15.0,0.0,,0.0,
2043 Ojah Yoga,2014-07-12,Downtown Conference Room,0.0,15.0,0.0,,0.0,
2043 Ojah Yoga,2014-07-12,Set-up/Break-down ,50.0,3.0,150.0,,150.0,
2043 Ojah Yoga,2014-07-12,Large Event Cleaning Fee,200.0,,,,200.0,
2043 Ojah Yoga,2014-07-12,Total,,,,,3691.25,
315005 LNA_MidLifeCelebration,2015-04-04,On Broadway,210.0,3.5,735.0,0.93,51.45,Full Time Member Weekend Rate - Partnership Discount
315005 LNA_MidLifeCelebration,2015-04-04,Set Up & Break Down,75.0,3.0,225.0,1.0,0.0,Full Time Member Weekend Rate - Partnership Discount
315005 LNA_MidLifeCelebration,2015-04-04,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Full Time Member Weekend Rate - Partnership Discount
315005 LNA_MidLifeCelebration,2015-04-04,Site Manager/Staffing,30.0,6.5,195.0,1.0,0.0,Full Time Member Weekend Rate - Partnership Discount
315005 LNA_MidLifeCelebration,2015-04-04,Waste Removal,85.0,1.0,85.0,1.0,0.0,Full Time Member Weekend Rate - Partnership Discount
315005 LNA_MidLifeCelebration,2015-04-04,Total,,,1490.0,,301.45,Full Time Member Weekend Rate - Partnership Discount
115007-2 Inn Oakland Town Hall,2015-02-04,Cancellation Fee,200.0,1.0,200.0,,200.0,Full Time Member Weekday Rate
115007-2 Inn Oakland Town Hall,2015-02-04,Total,,,200.0,,200.0,Full Time Member Weekday Rate
415017 Loudspeaker Films,2015-05-09,On Broadway,225.0,2.0,450.0,,450.0,Part Time Member Weekend Rate
415017 Loudspeaker Films,2015-05-09,Set Up & Reset,50.0,2.5,125.0,,125.0,Part Time Member Weekend Rate
415017 Loudspeaker Films,2015-05-09,IHO Staffing,40.0,4.5,180.0,,180.0,Part Time Member Weekend Rate
415017 Loudspeaker Films,2015-05-09,A/V Sound Technician  (2hr min setup only),40.0,2.0,80.0,,80.0,Part Time Member Weekend Rate
415017 Loudspeaker Films,2015-05-09,Janitorial Service,250.0,1.0,250.0,,250.0,Part Time Member Weekend Rate
415017 Loudspeaker Films,2015-05-09,Compostables,66.49,1.0,66.49,,66.49,Part Time Member Weekend Rate
415017 Loudspeaker Films,2015-05-09,Total,,,1151.49,,1151.49,Part Time Member Weekend Rate
2147 OakChamberofComme_fine,2014-09-16,Compostable Products,33.0,1.0,33.0,,33.0,
2147 OakChamberofComme_fine,2014-09-16,Fine,20.0,1.0,20.0,,20.0,
2147 OakChamberofComme_fine,2014-09-16,Total,,,53.0,,53.0,
315007 Friends of the Earth,2015-04-14,On Broadway,225.0,1.5,337.5,,337.5,Part Time Member Weekday Rate
315007 Friends of the Earth,2015-04-14,Set Up & Reset,75.0,2.0,150.0,,150.0,Part Time Member Weekday Rate
315007 Friends of the Earth,2015-04-14,IHO Staffing,40.0,3.5,140.0,,140.0,Part Time Member Weekday Rate
315007 Friends of the Earth,2015-04-14,Standard Janitorial/Waste Removal Fee,250.0,1.0,250.0,,250.0,Part Time Member Weekday Rate
315007 Friends of the Earth,2015-04-14,Total,,,877.5,,877.5,Part Time Member Weekday Rate
2045 LPFI,2014-06-14,On Broadway,295.0,4.0,1180.0,,1180.0,
2045 LPFI,2014-06-14,Set up / Break Down,35.0,3.0,105.0,,105.0,
2045 LPFI,2014-06-14,Large Party Cleaning Fee,300.0,,,,300.0,
2045 LPFI,2014-06-14,A/V Technician,40.0,,,,0.0,
2045 LPFI,2014-06-14,Total,,,,,1585.0,
215014 OneLife IHO Collab ,2015-03-21,On Broadway,315.0,3.0,945.0,0.4,567.0,Non Member Weekend Rate - Partnership Discount
215014 OneLife IHO Collab ,2015-03-21,Set Up & Reset,100.0,2.0,200.0,,200.0,Non Member Weekend Rate - Partnership Discount
215014 OneLife IHO Collab ,2015-03-21,IHO Staffing,40.0,5.0,200.0,,200.0,Non Member Weekend Rate - Partnership Discount
215014 OneLife IHO Collab ,2015-03-21,Standard Janitorial Fee/Waste Removal,150.0,1.0,150.0,,150.0,Non Member Weekend Rate - Partnership Discount
215014 OneLife IHO Collab ,2015-03-21,A/V Technician,40.0,5.0,200.0,,200.0,Non Member Weekend Rate - Partnership Discount
215014 OneLife IHO Collab ,2015-03-21,Apply Deposit from 1/22/15 Canceled Event,,,,,-537.5,Non Member Weekend Rate - Partnership Discount
215014 OneLife IHO Collab ,2015-03-21,Total,,,1695.0,,779.5,Non Member Weekend Rate - Partnership Discount
2196 Tuux.it,2015-02-06,Atrium,225.0,1.5,337.5,1.0,0.0,Non Member Weekend Rate --Partner Discount
2196 Tuux.it,2015-02-06,Set Up & Break Down,50.0,1.0,50.0,,50.0,Non Member Weekend Rate --Partner Discount
2196 Tuux.it,2015-02-06,Janitorial Fee,70.0,1.0,70.0,,70.0,Non Member Weekend Rate --Partner Discount
2196 Tuux.it,2015-02-06,Waste Removal Fee ,85.0,1.0,85.0,,85.0,Non Member Weekend Rate --Partner Discount
2196 Tuux.it,2015-02-06,Total,,,542.5,,205.0,Non Member Weekend Rate --Partner Discount
115001-2 P2R Graduation,2015-03-21,On Broadway,210.0,3.0,630.0,,630.0,Full Time Member Weekend Rate
115001-2 P2R Graduation,2015-03-21,Set Up & Break Down,75.0,2.5,187.5,,187.5,Full Time Member Weekend Rate
115001-2 P2R Graduation,2015-03-21,Site Manager/Staffing,35.0,5.5,192.5,,192.5,Full Time Member Weekend Rate
115001-2 P2R Graduation,2015-03-21,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Full Time Member Weekend Rate
115001-2 P2R Graduation,2015-03-21,Total,,,1260.0,,1260.0,Full Time Member Weekend Rate
2048 BACC II,2014-04-30,Atrium,110.0,2.5,275.0,,275.0,
2048 BACC II,2014-04-30,Set up / Break Down,35.0,1.5,52.5,,52.5,
2048 BACC II,2014-04-30,Standard Cleaning Fee,150.0,,,,,
2048 BACC II,2014-04-30,Large Party Cleaning Fee,300.0,,,,0.0,
2048 BACC II,2014-04-30,A/V Technician,40.0,,,,0.0,
2048 BACC II,2014-04-30,Total,,,,,327.5,
2089 Vegan Soul Sunday,2014-07-20,On Broadway,140.0,4.0,560.0,,560.0,WITH event rate
2089 Vegan Soul Sunday,2014-07-20,Atrium,55.0,4.0,220.0,,220.0,WITH event rate
2089 Vegan Soul Sunday,2014-07-20,Set Up & Break Down,30.0,0.0,0.0,,0.0,WITH event rate
2089 Vegan Soul Sunday,2014-07-20,Large Party Cleaning Fee,500.0,,,,500.0,WITH event rate
2089 Vegan Soul Sunday,2014-07-20,Total,,,,,1280.0,WITH event rate
415007 Tradeswomen,2015-09-25,On Broadway,295.0,3.0,885.0,0.15,752.25,Part Time Member Weekday Rate -- multi room discount
415007 Tradeswomen,2015-09-25,Atrium,180.0,3.0,540.0,0.15,459.0,Part Time Member Weekday Rate -- multi room discount
415007 Tradeswomen,2015-09-25,Set Up & Reset,50.0,4.0,200.0,,200.0,Part Time Member Weekday Rate -- multi room discount
415007 Tradeswomen,2015-09-25,IHO Staffing,40.0,7.0,280.0,,280.0,Part Time Member Weekday Rate -- multi room discount
415007 Tradeswomen,2015-09-25,Large Party Janitorial Fee,350.0,1.0,350.0,,350.0,Part Time Member Weekday Rate -- multi room discount
415007 Tradeswomen,2015-09-25,A/V Technician,40.0,5.0,200.0,,200.0,Part Time Member Weekday Rate -- multi room discount
415007 Tradeswomen,2015-09-25,Early Closing Fee,75.0,1.0,75.0,,75.0,Part Time Member Weekday Rate -- multi room discount
415007 Tradeswomen,2015-09-25,Total,,,2530.0,,2316.25,Part Time Member Weekday Rate -- multi room discount
2136 OCCUR_withAV,2014-10-22,On Broadway,295.0,2.5,737.5,,737.5,Non Member Weekday Rate
2136 OCCUR_withAV,2014-10-22,Set Up & Break Down,50.0,2.0,100.0,,100.0,Non Member Weekday Rate
2136 OCCUR_withAV,2014-10-22,Large Party Janitorial Fee,400.0,1.0,400.0,,400.0,Non Member Weekday Rate
2136 OCCUR_withAV,2014-10-22,A/V Technician,40.0,4.0,160.0,,160.0,Non Member Weekday Rate
2136 OCCUR_withAV,2014-10-22,Total,,,1397.5,,1397.5,Non Member Weekday Rate
2187-2 AlterConf_AV,2015-01-31,A/V Technician,40.0,6.5,260.0,,260.0,Non Member Weekend Rate
2187-2 AlterConf_AV,2015-01-31,Total,,,,,260.0,Non Member Weekend Rate
615001-2 Praxis,2015-10-23,On Broadway,315.0,4.5,1417.5,,1417.5,Non Member Weekend Rate
615001-2 Praxis,2015-10-23,Set Up & Reset ,75.0,2.5,187.5,,187.5,Non Member Weekend Rate
615001-2 Praxis,2015-10-23,IHO Staffing ,40.0,7.0,280.0,,280.0,Non Member Weekend Rate
615001-2 Praxis,2015-10-23,Standard Janitorial/Waste Removal Fee ,300.0,1.0,300.0,,300.0,Non Member Weekend Rate
615001-2 Praxis,2015-10-23,Speciality A/V Sound Technician ,30.0,6.5,195.0,,195.0,Non Member Weekend Rate
615001-2 Praxis,2015-10-23,Total,,,2380.0,,2380.0,Non Member Weekend Rate
415005-2 Amigos Orientation ,2015-04-25,Uptown,90.0,4.0,360.0,0.1,324.0,Full Time Member Weekend Rate - Half Day Discount
415005-2 Amigos Orientation ,2015-04-25,Conference Room Janitorial Fee,100.0,1.0,100.0,,100.0,Full Time Member Weekend Rate - Half Day Discount
415005-2 Amigos Orientation ,2015-04-25,Total,,,460.0,,424.0,Full Time Member Weekend Rate - Half Day Discount
815003 Piedmont,2015-11-14,On Broadway,255.0,4.0,1020.0,,1020.0,Part Time Weekend Rate - Multi Room Discount
815003 Piedmont,2015-11-14,Atrium,180.0,4.0,720.0,0.5,360.0,Part Time Weekend Rate - Multi Room Discount
815003 Piedmont,2015-11-14,Set Up & Reset,50.0,3.5,175.0,,175.0,Part Time Weekend Rate - Multi Room Discount
815003 Piedmont,2015-11-14,IHO Staffing,35.0,7.5,262.5,,262.5,Part Time Weekend Rate - Multi Room Discount
815003 Piedmont,2015-11-14,Large Party Janitorial/Waste Removal Fee,300.0,1.0,300.0,,300.0,Part Time Weekend Rate - Multi Room Discount
815003 Piedmont,2015-11-14,Total,,,2477.5,,2117.5,Part Time Weekend Rate - Multi Room Discount
2169 Red Door Group,2014-12-12,On Broadway,295.0,3.0,885.0,,885.0,Non Member Weekday Rate - Multi-Room Discount
2169 Red Door Group,2014-12-12,Jingletown Lounge,150.0,4.0,600.0,,600.0,Non Member Weekday Rate - Multi-Room Discount
2169 Red Door Group,2014-12-12,East Oakland,35.0,6.0,210.0,,210.0,Non Member Weekday Rate - Multi-Room Discount
2169 Red Door Group,2014-12-12,West Oakland,35.0,6.0,210.0,1.0,0.0,Non Member Weekday Rate - Multi-Room Discount
2169 Red Door Group,2014-12-12,Set Up & Break Down,50.0,3.0,150.0,,150.0,Non Member Weekday Rate - Multi-Room Discount
2169 Red Door Group,2014-12-12,Large Party Janitorial Fee,350.0,1.0,350.0,,350.0,Non Member Weekday Rate - Multi-Room Discount
2169 Red Door Group,2014-12-12,Total,,,2405.0,,2195.0,Non Member Weekday Rate - Multi-Room Discount
2141 Feng Shui School_Dec,"Dec. 12 - Dec.14, 2014",Meridian Room,45.0,14.0,630.0,0.2,504.0,Full Time Member Weekday Rate -- Multi-Day Discount
2141 Feng Shui School_Dec,"Dec. 12 - Dec.14, 2014",Total,,,630.0,,504.0,Full Time Member Weekday Rate -- Multi-Day Discount
2038 Misssey_org membership,2014-06-21,Gallery,85.0,6.0,510.0,,510.0,
2038 Misssey_org membership,2014-06-21,Atrium,130.0,6.0,780.0,,780.0,
2038 Misssey_org membership,2014-06-21,On Broadway,205.0,6.0,1230.0,,1230.0,
2038 Misssey_org membership,2014-06-21,Jingletown Lounge,115.0,6.0,690.0,,690.0,
2038 Misssey_org membership,2014-06-21,A/V tech support,40.0,6.0,240.0,,240.0,
2038 Misssey_org membership,2014-06-21,Set-up/Break-down ,50.0,4.0,200.0,,200.0,
2038 Misssey_org membership,2014-06-21,Large Party Cleaning Fee,200.0,,,,200.0,
2038 Misssey_org membership,2014-06-21,Total,,,,,3850.0,
2084 BuildUp,2014-06-24,On Broadway,295.0,2.0,590.0,,590.0,Non-Member Weekday Rate
2084 BuildUp,2014-06-24,Set Up & Break Down,50.0,2.5,125.0,,125.0,Non-Member Weekday Rate
2084 BuildUp,2014-06-24,Standard Cleaning Fee,250.0,1.0,250.0,,250.0,Non-Member Weekday Rate
